TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud
12857,2292,20,Male,Student,Bachelor,Married,0,50954.49,17760.38,6568.0,2023-11-08,03:41:20,3751.82,M002,Transfer,Hobart,Mobile,-25.042261,117.793221,gloverheather@securemail.com,False,91,1
7424,3760,40,Female,Professional,Master,Married,1,81230.42,53339.34,10696.74,2023-06-30,17:32:50,37.63,M001,Withdrawal,Canberra,Desktop,-37.0201,144.9646,jacquelinemurphy@outlook.com,False,63,1
5626,4114,44,Female,Student,Master,Single,2,85566.5,55167.66,3193.67,2023-03-04,19:29:19,22.17,M007,Purchase,Perth,Mobile,-35.473469,149.012375,morenochristine@gmail.com,False,36,0
1682,568,18000,Female,Professional,Bachelor,Married,0,29843.77,12134.09,2550.05,2023-01-26,19:37:54,2116.33,M005,Purchase,Pth,Mobile,-37.0201,144.9646,robertanderson@gmail.com,True,52,0
16133,10,32,Male,Student,Bachelor,Married,2,73827.19,106042.23,5526.4,2023-06-26,14:03:42,6374.2,M003,Purchase,Brisbane,galaxys7,-31.840233,145.612793,andrew59@gmail.com,False,3,0
16335,1919,18,Female,Professional,High School,Divorced,3,65162.72,119470.75,7722.68,2023-12-26,23:52:51,455.48,M007,Purchase,Canberra,Desktop,-20.917574,142.702789,amyrhodes@gmail.com,False,10,0
6446,4405,32,Male,Professional,Bachelor,Widowed,1,122370.81,38310.93,11408.71,2023-12-26,09:35:23,113.46,M004,Withdrawal,Darwin,Mobile,-20.917574,142.702789,eperez@gmail.com,False,36,1
988,218,-38,Female,Professional,High School,Married,3,46560.06,21688.97,3894.61,2023-10-07,19:45:08,39.98,M002,Purchase,Sydney,Mobile,-20.917574,142.702789,petersoncharles@outlook.com,False,21,0
15083,935,35,Male,Student,High School,Single,1,40807.8,41752.74,3764.56,2023-02-22,13:32:03,288.31,M007,Purchase,Brisbane,Desktop,-31.840233,145.612793,kim20@gmail.com,False,32,0
11645,3111,41,Male,Professional,High School,Married,0,31347.2,10907.94,4291.51,2023-11-20,16:52:02,28.25,M008,Purchase,Canberra,Mobile,-20.917574,142.702789,perryfoster@yahoo.com,True,40,0
11722,4284,38,Male,Professional,High School,Married,1,37631.54,28180.88,2538.24,2023-12-07,07:38:24,227.56,M005,Purchase,Darwin,android,-31.840233,145.612793,deborah65@gmail.com,True,105,0
3093,3416,27,isnotmale,Unemployed,Bachelor,Single,3,41306.09,21404.19,425.29,2023-10-27,03:46:46,28.94,M001,Transfer,Brisbane,Tablet,-31.840233,145.612793,markescobar@gmail.com,True,81,1
13261,1675,18000,Male,Student,High School,Married,1,97439.84,44281.47,13035.06,2023-12-13,12:26:46 AM,376.21,M007,Payment,Darwin,Mobile,-31.840233,145.612793,andrewsrobert@gmail.com,True,83,1
13998,3332,36000,Male,Student,Bachelor,Married,1,65604.87,35251.52,1486.57,2023-08-19,08/01/48,219.99,M005,Withdrawal,Melbourne,mob,-20.917574,142.702789,gene60@securemail.com,False,94,0
10396,1998,56,Female,Professional,Master,Married,0,58373.74,44404.44,2322.04,2023-11-25,06:50:23 AM,885.59,M008,Transfer,Perth,Desktop,-20.917574,142.702789,kevin48@disposable.com,False,92,0
2844,4864,-36,Male,Professional,Bachelor,Single,4,85410.15,63793.71,3747.88,2023-02-04,08:01:31,470.97,M004,Transfer,Melbourne,galaxys7,-31.840233,145.612793,jennifer00@yahoo.com,True,99,0
9078,4289,30,Male,Professional,High School,Single,0,52323.96,27978.18,198.96,2023-09-11,00:00:00,167.1,M007,Transfer,Melbourne,Desktop,-31.840233,145.612793,kellithomas@outlook.com,True,54,0
3342,396,32,Female,Professional,Bachelor,Married,0,67537.82,27280.24,3219.41,2023-05-31,14:26:39,864.32,M008,Transfer,Adelaide,Desktop,-37.0201,144.9646,jose83@outlook.com,False,59,0
16422,3839,37,Male,Unemployed,High School,Single,2,54286.71,70225.74,7129.22,2023-06-16,16:35:03,29.61,M004,Purchase,Perth,Mobile,-31.840233,145.612793,colleenmurray@yahoo.com,False,51,0
6540,178,39,Male,Unemployed,Master,Married,1,90910.39,37262.5,690.34,2023-08-16,06:39:52 PM,116.16,M004,Transfer,Brisbane,Tablet,-37.0201,144.9646,velasquezlawrence@outlook.com,False,80,0
14288,3836,18,Female,Unemployed,High School,Married,4,63879.25,34651.82,1588.18,2023-07-12,06/45/48,247.25,M005,Transfer,Brisbane,Tablet,-31.840233,145.612793,jeffrey29@yahoo.com,False,23,0
3356,4421,31,Male,Professional,High School,Married,4,85890.32,26633.18,9163.57,2023-12-16,17:04:54,189.69,M002,Withdrawal,Adelaide,Desktop,-37.0201,144.9646,toddmoore@gmail.com,False,55,1
13025,1235,37,Female,Retired,Bachelor,Widowed,3,134293.53,58349.69,1903.2,2023-05-22,12/15/51,752.19,M005,Transfer,Canberra,galaxys7,-37.0201,144.9646,john40@gmail.com,False,102,0
11745,756,33,Female,Professional,High School,Married,1,24997.82,14527.06,1785.01,2023-12-17,17:12:29,30.66,M006,Purchase,Perth,Desktop,-25.042261,117.793221,connor21@outlook.com,True,93,0
11801,4749,36,he,Student,High School,Married,0,99885.64,59227.77,7287.44,2023-11-27,04:29:08,33.5,M005,Withdrawal,Hobart,Mobile,-31.840233,145.612793,logan62@gmail.com,True,31,1
14414,1252,36,Male,Unemployed,Bachelor,Divorced,0,88479.65,32514.45,2075.22,2023-10-13,09:13:31,141.63,M007,Purchase,Canberra,Mobile,-20.917574,142.702789,nicole35@yahoo.com,False,23,0
7813,1436,-27,woman,Professional,High School,Single,0,114575.88,34483.75,5525.19,2023-05-21,00:26:51,970.03,M007,Purchase,Perth,Mobile,-20.917574,142.702789,xjohnson@yahoo.com,False,13,1
18046,4560,35,Male,Professional,High School,Married,2,30346.34,25347.43,2536.92,2023-09-27,11:59:34,641.62,M005,Payment,Sydney,Desktop,-25.042261,117.793221,xrobles@gmail.com,False,102,0
2428,2686,31,Male,Professional,Bachelor,Single,3,57697.71,39198.01,1491.8,2023-12-15,10:12:52,107.2,M005,Purchase,Hobart,Desktop,-20.917574,142.702789,codyjohnson@yahoo.com,False,8,0
11939,4144,51,man,Professional,Bachelor,Single,4,32434.06,20996.98,948.2,2023-10-23,07:51:56 PM,36.23,M008,Transfer,Brisbane,android,-31.840233,145.612793,valerie22@outlook.com,False,18,0
4799,3013,28,isnotmale,Professional,Bachelor,Single,2,42517.47,28546.33,1204.57,2023-12-18,11:44:37,209.63,M004,Purchase,Perth,mob,-37.0201,144.9646,mitchell44@outlook.com,True,10,0
2353,4103,48,Female,Professional,High School,Divorced,3,60243.8,35221.92,1514.39,2023-10-23,02:18:38,383.0,M004,Purchase,Darwin,mob,-31.840233,145.612793,nkemp@gmail.com,False,62,1
16378,3428,28,Male,Unemployed,Master,Married,3,78312.03,78993.93,2985.46,2023-11-17,18:50:15,206.63,M003,Purchase,Perth,Desktop,-20.917574,142.702789,sarah75@yahoo.com,False,12,0
11383,2648,30,Female,Retired,Bachelor,Divorced,1,130170.89,52493.97,6194.0,2023-06-16,06:26:58,84.24,M004,Purchase,Adelaide,Mobile,-31.840233,145.612793,sanchezteresa@yahoo.com,True,86,0
9077,3922,30,he,Professional,High School,Married,3,48397.39,19810.37,356.3,2023-10-25,02:04:53 PM,9.87,M001,Transfer,Brisbane,galaxys7,,,christian53@outlook.com,False,115,0
8073,3227,41,Male,Professional,High School,Married,1,129214.91,72704.97,18227.5,2023-10-23,05:15:19,501.64,M002,Purchase,Canberra,Mobile,-31.840233,145.612793,cmeadows@outlook.com,False,57,1
14859,476,27,he,Student,Bachelor,Widowed,3,52003.71,47708.0,3926.35,2023-10-17,12:44:55,133.25,M005,Purchase,Perth,Mobile,-31.840233,145.612793,meagancooper@outlook.com,False,54,0
17861,505,46,Female,Retired,High School,Widowed,0,68411.26,93151.97,2696.83,2023-11-27,13:10:58,1036.15,M006,Payment,Melbourne,Mobile,-31.840233,145.612793,robert20@gmail.com,False,118,0
7491,2640,18,Female,Professional,Master,Married,2,32771.81,19072.04,1352.22,2023-02-22,03:44:04 AM,11.1,M001,Transfer,Canberra,Tablet,-37.0201,144.9646,serranojennifer@disposable.com,False,11,1
12771,1015,42,Female,Professional,Master,Single,4,92555.71,57093.03,234.9,2023-12-28,01:55:03,136.85,M004,Purchase,Canberra,Mobile,-37.0201,144.9646,geraldcook@gmail.com,False,95,1
7059,2251,40,man,Professional,Bachelor,Single,0,64967.44,48244.65,277.46,2023-12-20,19:19:20,194.07,M003,Purchase,Sydney,Desktop,-37.0201,144.9646,sarah89@gmail.com,False,65,0
13507,157,36,Male,Retired,High School,Divorced,3,137933.83,88801.01,22076.1,2023-03-14,02:56:54,175.17,M007,Withdrawal,Brisbane,Desktop,-37.0201,144.9646,joanwilcox@gmail.com,True,3,1
16661,1102,46,Male,Student,Bachelor,Single,3,80144.44,152063.6,1529.96,2023-01-21,20:40:24,165.56,M007,Withdrawal,Brisbane,Desktop,-25.042261,117.793221,kimberly64@outlook.com,True,68,1
5084,3668,33,Male,Unemployed,High School,Single,3,42159.39,24274.57,1532.18,2023-11-15,09:17:26,596.83,M004,Withdrawal,Melbourne,mob,-31.840233,145.612793,jilljenkins@gmail.com,True,51,0
2382,4066,68,Male,Unemployed,Master,Single,1,47657.34,19082.39,1482.7,2023-12-18,00:18:19,88.97,M008,Purchase,Canberra,Mobile,-37.0201,144.9646,fmccormick@gmail.com,True,81,1
571,2179,41,Female,Retired,High School,Married,4,107908.66,85578.77,10950.36,2023-07-17,20:54:28,219.44,M002,Transfer,Adelaide,Desktop,-25.042261,117.793221,ipace@tempmail.com,False,7,0
1435,4348,33,Male,Student,High School,Married,0,33041.76,23053.14,1267.92,2023-07-19,08:04:26,125.64,M006,Purchase,Darwin,Desktop,-37.0201,144.9646,felicia12@gmail.com,True,4,0
13281,2393,33,Male,Student,PhD,Married,3,125722.27,42837.17,5632.52,2023-04-20,04:37:29,367.78,M006,Payment,Darwin,Tablet,-20.917574,142.702789,mrussell@gmail.com,False,107,1
9439,3030,32,Female,Unemployed,Bachelor,Single,0,161277.93,124174.37,785.46,2023-03-03,08:20:07,631.7,M008,Transfer,Melbourne,smartphone,-31.840233,145.612793,roberta98@securemail.com,False,9,0
11718,457,26,Female,Student,Bachelor,Single,0,46401.27,18696.02,507.69,2023-06-09,16:42:55,187.75,M003,Purchase,Brisbane,Desktop,-25.042261,117.793221,brittanyholden@yahoo.com,False,83,0
14749,4334,33,Male,Professional,High School,Married,1,33118.59,42738.71,6604.0,2023-10-09,07:14:10,191.99,M001,Withdrawal,Hobart,Mobile,-30.000233,136.209152,qbrady@gmail.com,True,116,1
10706,3766,28,Male,Professional,Master,Single,1,63357.72,46741.26,2297.99,2023-10-05,23:59:59,48.62,M008,Withdrawal,Melbourne,android,-37.0201,144.9646,dustinmartinez@gmail.com,True,33,0
5445,4734,-24,Male,Unemployed,PhD,Married,4,48903.98,35654.36,1973.5,2023-10-26,15:19:51,16.18,M007,Withdrawal,Sydney,Desktop,-20.917574,142.702789,harriskimberly@tempmail.com,False,71,1
1007,4313,36,Female,Professional,High School,Single,0,62095.73,25415.22,370.95,2023-10-22,21:27:42,372.32,M007,Purchase,Adelaide,Mobile,-30.000233,136.209152,bakercristina@yahoo.com,False,7,0
4543,4741,-39,Female,Professional,Master,Single,3,33923.7,25812.76,457.85,2023-10-03,13:06:18,155.35,M001,Payment,Brisbane,Desktop,-25.042261,117.793221,othompson@outlook.com,True,69,0
12987,3729,50,Male,Professional,High School,Single,3,30109.21,9961.32,1472.48,2023-09-10,12:11:50 PM,27.3,M008,Payment,Perth,Mobile,-30.000233,136.209152,kyle87@gmail.com,False,54,0
7009,3275,18,Male,Professional,High School,Widowed,0,21377.6,15838.44,2860.85,2023-12-13,11:49:07 AM,122.71,M006,Purchase,Adelaide,Desktop,-31.840233,145.612793,vreese@yahoo.com,False,115,0
2064,4235,28,Female,Professional,Master,Single,3,68585.55,24321.52,10357.89,2023-04-08,03:32:12 PM,7.02,M006,Purchase,Darwin,Mobile,-31.840233,145.612793,clinton70@tempmail.com,False,58,0
1136,4391,22,Female,Unemployed,Bachelor,Married,3,92046.31,73446.18,10540.26,2023-09-09,00:00:00,4368.81,M007,Withdrawal,Hobart,Mobile,-25.042261,117.793221,jennifer69@gmail.com,False,44,1
9882,3464,-48,Male,Professional,High School,Married,0,66686.15,28107.82,2691.62,2023-12-26,14:40:11,224.83,M001,Withdrawal,Perth,Tablet,-20.917574,142.702789,phillip06@gmail.com,False,52,1
10177,169,30,woman,Professional,High School,Married,2,77621.25,39681.17,4453.75,2023-08-08,19:36:13,70.92,M003,Payment,Darwin,Tablet,-20.917574,142.702789,joshua32@tempmail.com,True,82,0
294,301,49,Female,Professional,High School,Single,3,42177.12,16754.12,2491.32,2023-12-01,01:33:42,39.56,M003,Transfer,Melbourne,smartphone,-37.0201,144.9646,karen92@yahoo.com,False,12,0
16077,1759,30,Female,Professional,High School,Single,4,53568.35,84525.14,9535.25,2023-11-16,17:47:15,234.19,M001,Withdrawal,Canberra,Mobile,-31.840233,145.612793,rachelcarter@outlook.com,True,78,1
3998,4959,20,Male,Professional,High School,Single,3,67382.43,52890.37,1907.47,2023-03-09,04:42:00,79.76,M004,Purchase,Sydney,Mobile,-25.042261,117.793221,laura43@yahoo.com,True,50,1
9766,3165,39,Female,Professional,Bachelor,Married,3,60763.75,25564.65,978.3,2023-12-16,21/51/32,219.64,M004,Purchase,Adelaide,galaxys7,-37.0201,144.9646,heidireynolds@yahoo.com,False,118,0
3741,3760,40,Female,Professional,Master,Married,1,81230.42,53339.34,10696.74,2023-05-10,08:19:13 PM,55.23,M006,Withdrawal,Hobart,Tablet,-37.0201,144.9646,jacquelinemurphy@outlook.com,False,63,1
11700,2562,40,Female,Retired,High School,Single,2,63305.12,42579.74,2207.9,2023-10-01,06:06:47,17.08,M005,Withdrawal,Darwin,Mobile,-37.0201,144.9646,xjohnson@tempmail.com,False,21,1
2719,2410,29,Male,Professional,Master,Married,0,48079.34,32877.04,3927.55,2023-09-14,01:54:19,33.45,M003,Transfer,Melbourne,Mobile,-20.917574,142.702789,jake23@gmail.com,False,38,0
17580,629,52,Female,Professional,High School,Married,3,36023.48,37052.37,12895.97,2023-11-28,23:59:59,514.77,M008,Withdrawal,Melb,Desktop,-37.0201,144.9646,patrick89@gmail.com,False,76,0
12713,1273,28,Male,Student,High School,Single,0,110221.96,68969.46,4914.68,2023-05-24,10:56:13 AM,49.58,M001,Withdrawal,melbourne,Mobile,-31.840233,145.612793,ruiztyler@outlook.com,False,17,0
14870,1093,18,Male,Unemployed,High School,Married,0,54525.76,84048.9,1150.84,2023-12-28,00:00:00,762.08,M007,Purchase,Sydney,Tablet,-31.840233,145.612793,kimlewis@tempmail.com,True,75,1
16370,3985,34,Male,Professional,Master,Single,3,56245.74,77794.52,2754.16,2023-12-12,17:35:12,2375.97,M008,Transfer,Canberra,Desktop,-31.840233,145.612793,jamie81@yahoo.com,True,36,0
2808,4706,34000,Female,Professional,Bachelor,Married,2,130402.85,66360.39,3956.59,2023-12-20,19:42:40,162.06,M004,Withdrawal,Sydney,Desktop,-37.0201,144.9646,millerkimberly@yahoo.com,False,81,1
9017,4971,34,he,Student,Bachelor,Married,4,44045.64,14351.31,898.14,2023-09-01,02:10:04,534.81,M003,Purchase,Melbourne,galaxys7,-37.0201,144.9646,tpace@gmail.com,False,23,0
16940,2337,26,Female,Student,Bachelor,Single,2,123152.34,236948.95,18878.86,2023-11-07,09:34:49,156.52,M001,Purchase,Canberra,Mobile,-37.0201,144.9646,francotony@yahoo.com,False,119,0
16106,4607,55,Female,Retired,Master,Married,1,90668.36,115541.93,2497.94,2023-11-26,23/59/59,228.09,M007,Payment,Darwin,Mobile,-37.0201,144.9646,ashley82@yahoo.com,False,3,0
2469,3396,39,Male,Retired,Master,Single,2,73060.07,33032.48,295.6,2023-11-23,17:37:11,284.35,M003,Purchase,Sydney,mob,-37.0201,144.9646,heather64@tempmail.com,False,105,0
3738,4825,38,Female,Professional,Bachelor,Married,3,56179.6,27605.53,2139.43,2023-11-26,23:27:13,257.25,M001,Withdrawal,Hobart,Desktop,-31.840233,145.612793,juliegross@gmail.com,True,69,1
13481,3887,18,Male,Student,Master,Single,1,33966.22,19059.95,441.55,2023-06-18,05/45/30,36.11,M008,Purchase,Perth,Mobile,-31.840233,145.612793,younglaurie@outlook.com,True,91,1
362,1047,33,Female,Student,Bachelor,Married,4,55368.93,27802.39,5471.41,2023-03-11,11:00:43,87.31,M006,Transfer,Brisbane,Desktop,-30.000233,136.209152,sknight@yahoo.com,False,35,0
6924,20,-31,Male,Retired,PhD,Single,2,80729.97,63863.47,2686.07,2023-12-09,06:49:24,148.02,M005,Purchase,Adelaide,Tablet,-31.840233,145.612793,timothy08@yahoo.com,True,27,0
14688,1384,18,Male,Student,Bachelor,Married,0,44115.02,77441.51,520.33,2023-11-06,06:04:20 AM,28.66,M006,Withdrawal,Brisbane,Mobile,-25.042261,117.793221,alexandra49@gmail.com,False,5,1
2139,3416,27,isnotmale,Unemployed,Bachelor,Single,3,41306.09,21404.19,425.29,2023-12-18,03:16:16,27.7,M005,Purchase,Hobart,Desktop,-31.840233,145.612793,markescobar@gmail.com,True,81,1
7314,1612,46,Female,Professional,High School,Single,1,55005.16,31430.83,602.81,2023-04-14,10:14:04 PM,70.45,M005,Transfer,Sydney,Desktop,-31.840233,145.612793,thompsonsuzanne@gmail.com,False,75,0
1312,4075,40,Female,Professional,High School,Single,2,77006.06,39763.87,1769.77,2023-05-19,15:41:58,98.37,M002,Purchase,Melbourne,Desktop,-20.917574,142.702789,sheenaduke@gmail.com,False,40,0
6183,3814,30,Female,Unemployed,High School,Married,4,102161.33,40688.48,4208.09,2023-03-16,13:27:01,674.43,M004,Withdrawal,Sydney,Desktop,-19.491411,132.550964,christopher05@gmail.com,True,54,1
11303,4437,29,Female,Student,Master,Married,1,149035.71,111336.03,5084.77,2023-04-11,09:40:16,221.63,M007,Withdrawal,Hobart,Mobile,-20.917574,142.702789,bradwilliams@yahoo.com,False,10,1
1591,4178,24,Male,Professional,Master,Married,2,132419.46,42298.35,5624.57,2023-10-02,18:42:30,293.97,M008,Payment,Hobart,mob,-37.0201,144.9646,martinezcatherine@gmail.com,False,15,0
2396,2137,24,Female,Retired,High School,Divorced,3,80786.04,57909.01,3509.59,2023-11-08,13:08:12,4280.49,M008,Purchase,Adelaide,Desktop,-37.0201,144.9646,harpermitchell@yahoo.com,False,30,1
16701,3050,31,Male,Retired,High School,Single,4,42099.6,46164.28,2505.72,2023-11-02,07:26:42 PM,535.2,M005,Withdrawal,Sydney,Tablet,-37.0201,144.9646,qforbes@gmail.com,False,111,1
14559,287,18000,Male,Student,PhD,Single,3,76766.85,59742.19,8134.69,2023-07-31,07:32:01,59.63,M006,Payment,Hobart,Mobile,-37.0201,144.9646,qreyes@securemail.com,False,26,0
9516,3166,34,Female,Retired,Bachelor,Married,2,80102.92,50277.9,1138.0,2023-11-10,14:03:32,3.56,M008,Purchase,Canberra,Desktop,-37.0201,144.9646,qsmith@yahoo.com,False,18,0
5233,1849,43,he,Professional,High School,Married,2,53431.8,29864.0,3013.21,2023-10-29,10:02:52,163.12,M006,Transfer,Hobart,Mobile,-31.840233,145.612793,robbinsrachel@disposable.com,False,68,0
17286,2224,40,Female,Retired,Master,Divorced,3,142366.57,198728.52,13741.84,2023-11-26,02:04:42 PM,95.7,M002,Purchase,Sydney,Desktop,-37.0201,144.9646,iwells@gmail.com,True,60,0
8987,1620,40,Male,Professional,Bachelor,Married,2,25500.39,17203.63,864.17,2023-10-03,23:59:59,361.68,M006,Withdrawal,Hobart,galaxys7,-31.840233,145.612793,jonescindy@gmail.com,True,81,1
3020,1934,47,fem,Retired,PhD,Single,1,57601.82,39776.0,3662.26,2023-12-04,00:00:00,308.87,M002,Withdrawal,Darwin,Desktop,-37.0201,144.9646,farmerjohn@outlook.com,False,118,1
9903,3444,18000,Male,Professional,PhD,Divorced,2,45575.45,28193.04,1904.63,2023-07-19,17:22:31,68.59,M006,Purchase,Adelaide,galaxys7,-31.840233,145.612793,owenmartin@yahoo.com,False,109,0
8228,1393,34,Female,Professional,Bachelor,Married,4,84859.6,55513.83,1232.91,2023-09-29,10:52:55,209.83,M001,Purchase,Darwin,Desktop,-20.917574,142.702789,victoria91@gmail.com,False,108,0
9105,4377,33,Male,Professional,High School,Single,4,45448.47,24620.8,2304.64,2023-12-30,06:13:25 PM,35.95,M003,Purchase,Brisbane,Desktop,-20.917574,142.702789,joann78@gmail.com,False,48,0
13913,696,41,Female,Professional,Bachelor,Widowed,3,126173.42,76978.21,4935.41,2023-05-10,15:38:44,21.02,M007,Transfer,Brisbane,Tablet,-37.0201,144.9646,johnmacias@yahoo.com,True,24,0
5295,2605,27,isnotfemale,Retired,PhD,Single,2,74137.36,54225.16,5110.51,2023-05-01,12:42:37 PM,421.49,M002,Transfer,Brisbane,android,-31.840233,145.612793,jamie13@gmail.com,False,46,0
3972,4440,18,Male,Professional,Bachelor,Married,0,100241.2,78036.45,1683.39,2023-11-21,09:48:40,42.64,M008,Transfer,Adelaide,Mobile,-41.640079,146.315918,dpatterson@outlook.com,False,52,0
14663,2348,34,Male,Student,High School,Married,4,146124.81,226290.88,1030.68,2023-12-01,05:17:05,606.98,M004,Purchase,Adelaide,Mobile,-37.0201,144.9646,reginaldtate@tempmail.com,False,42,1
4133,4421,31,Male,Professional,High School,Married,4,85890.32,26633.18,9163.57,2023-10-24,16/31/53,191.99,M008,Purchase,Melbourne,Tablet,-37.0201,144.9646,toddmoore@gmail.com,False,55,0
974,3868,39,Male,Unemployed,Bachelor,Married,0,70870.7,52498.1,2403.06,2023-08-31,09:25:31,636.14,M004,Purchase,Hobart,Mobile,-20.917574,142.702789,tjohnson@yahoo.com,False,115,0
7291,3223,38,Female,Professional,Master,Married,0,59706.81,31325.43,840.96,2023-07-06,03:50:58,61.05,M007,Transfer,Perth,Mobile,-37.0201,144.9646,tranbobby@gmail.com,False,33,1
15585,1083,26,Male,Professional,Bachelor,Married,1,36122.5,33177.61,2076.26,2023-06-28,05:20:34,3140.21,M002,Transfer,Canberra,Mobile,-20.917574,142.702789,jenkinsmakayla@yahoo.com,False,68,1
9752,1996,29000,Female,Student,High School,Married,4,36126.92,13347.86,1182.29,2023-05-25,00:16:49,3720.97,M002,Purchase,Canberra,galaxys7,-37.0201,144.9646,xmiller@disposable.com,False,87,1
13774,3095,36,Male,Professional,High School,Single,2,110477.64,34206.02,2350.4,2023-10-30,11:38:08 AM,457.33,M005,Purchase,Canberra,Mobile,-35.473469,149.012375,sheila36@tempmail.com,True,17,0
5016,2518,39,Male,Unemployed,Master,Married,0,47705.03,16870.67,2383.19,2023-05-14,02:39:00,203.34,M003,Purchase,Hobart,galaxys7,-31.840233,145.612793,edwardsjonathan@gmail.com,True,10,1
